"Id","Player","FantPt","Season","Age","Team","G","GS","FantPt","PPR","FantPt","PPR/G","Pos"
820,"B.J. Hill","0.0",2024,29,"CIN",15,15,"0.0","0.0","0.00","0.00","RDT"
821,"Daxton Hill","0.0",2024,24,"CIN",5,5,"0.0","0.0","0.00","0.00","CB"
822,"Jamal Hill","0.0",2024,23,"HOU",8,0,"0.0","0.0","0.00","0.00","LB"
823,"Julian Hill","10.0",2024,24,"MIA",16,11,"10.0","22.0","0.63","1.38","TE"
824,"Justice Hill","85.1",2024,27,"BAL",15,0,"85.1","127.1","5.67","8.47","RB"
825,"Taysom Hill","79.3",2024,34,"NOR",8,8,"79.3","102.3","9.91","12.79","TE"
826,"Trey Hill","0.0",2024,24,"CIN",1,0,"0.0","0.0","0.00","0.00","C"
827,"Troy Hill","0.0",2024,33,"CAR,TAM",8,2,"0.0","0.0","0.00","0.00","CB"
828,"Trysten Hill","0.0",2024,26,"NWE",2,0,"0.0","0.0","0.00","0.00","DT"
829,"Tyreek Hill","137.2",2024,30,"MIA",17,17,"137.2","218.2","8.07","12.84","WR"
830,"Mike Hilton","0.0",2024,30,"CIN",16,10,"0.0","0.0","0.00","0.00","CB"
831,"Josh Hines-Allen","0.0",2024,27,"JAX",16,16,"0.0","0.0","0.00","0.00","LDE"
832,"Kurt Hinish","0.0",2024,25,"HOU",10,0,"0.0","0.0","0.00","0.00","DT"
833,"Kyle Hinton","0.0",2024,26,"ATL",17,0,"0.0","0.0","0.00","0.00","OL"
834,"Nate Hobbs","0.0",2024,25,"LVR",11,7,"0.0","0.0","0.00","0.00","CB"
835,"T.J. Hockenson","45.5",2024,27,"MIN",10,9,"45.5","86.5","4.55","8.65","TE"
836,"KhaDarel Hodge","25.1",2024,29,"ATL",17,2,"25.1","32.1","1.48","1.89","WR"
837,"Cooper Hodges","0.0",2024,24,"JAX",9,1,"0.0","0.0","0.00","0.00","OL"
838,"Isaiah Hodgins","1.2",2024,26,"NYG",3,0,"1.2","3.2","0.4","1.07","WR"
839,"Michael Hoecht","0.0",2024,27,"LAR",17,5,"0.0","0.0","0.00","0.00","OLB"
840,"Brock Hoffman","0.0",2024,25,"DAL",17,7,"0.0","0.0","0.00","0.00","C"
841,"George Holani","0.9",2024,25,"SEA",5,0,"0.9","1.9","0.18","0.38","RB"
842,"Dallin Holker","2.1",2024,24,"NOR",12,2,"2.1","5.1","0.18","0.43","TE"
843,"Jevon Holland","0.0",2024,24,"MIA",15,15,"0.0","0.0","0.00","0.00","SS"
844,"Mack Hollins","67.8",2024,31,"BUF",17,13,"67.8","98.8","3.99","5.81","WR"
845,"Ka'dar Hollman","0.0",2024,30,"HOU,BAL",10,1,"0.0","0.0","0.00","0.00","CB"
846,"Darnay Holmes","0.0",2024,26,"LVR",16,1,"0.0","0.0","0.00","0.00","CB"
847,"Jalyn Holmes","0.0",2024,28,"NYJ,WAS",16,0,"0.0","0.0","0.00","0.00","DL"
848,"Travis Homer","3.4",2024,26,"CHI",10,0,"3.4","6.4","0.34","0.64","RB"
849,"Amani Hooker","0.0",2024,26,"TEN",14,14,"0.0","0.0","0.00","0.00","FS"
850,"Hendon Hooker","2.7",2024,26,"DET",3,0,"2.7","2.7","0.9","0.9","QB"
851,"Malik Hooker","0.0",2024,28,"DAL",17,17,"0.0","0.0","0.00","0.00","SS"
852,"Austin Hooper","63.6",2024,30,"NWE",17,8,"63.6","108.6","3.74","6.39","TE"
853,"DeAndre Hopkins","91.0",2024,32,"KAN,TEN",16,8,"91.0","147.0","5.69","9.19","WR"
854,"Dustin Hopkins","79.0",2024,34,"CLE",16,0,"79.0","79.0","4.94","4.94","K"
855,"Ty'Ron Hopper","0.0",2024,23,"GNB",17,0,"0.0","0.0","0.00","0.00","LB"
856,"Jaycee Horn","0.0",2024,25,"CAR",15,15,"0.0","0.0","0.00","0.00","LCB"
857,"Dylan Horton","0.0",2024,24,"HOU",13,0,"0.0","0.0","0.00","0.00","DE"
858,"James Houston","0.0",2024,26,"CLE,DET",11,0,"0.0","0.0","0.00","0.00","DE"
859,"Tytus Howard","0.0",2024,28,"HOU",16,16,"0.0","0.0","0.00","0.00","RT"
860,"Jordan Howden","0.0",2024,24,"NOR",17,4,"0.0","0.0","0.00","0.00","DB"
861,"Chris Hubbard","0.0",2024,33,"NYG",8,3,"0.0","0.0","0.00","0.00","OT"
862,"Chuba Hubbard","198.6",2024,25,"CAR",15,15,"198.6","241.6","13.24","16.11","RB"
863,"Sam Hubbard","6.2",2024,29,"CIN",14,14,"6.2","7.2","0.44","0.51","LDE"
864,"James Hudson","0.0",2024,25,"CLE",4,3,"0.0","0.0","0.00","0.00","T"
865,"Khaleke Hudson","0.0",2024,27,"CLE,NOR",17,0,"0.0","0.0","0.00","0.00","OLB"
866,"Tanner Hudson","19.5",2024,30,"CIN",11,0,"19.5","38.5","1.77","3.5","TE"
867,"Talanoa Hufanga","0.0",2024,25,"SFO",7,7,"0.0","0.0","0.00","0.00","S"
868,"Bryce Huff","0.0",2024,26,"PHI",12,6,"0.0","0.0","0.00","0.00","DE"
869,"Jerry Hughes","0.0",2024,36,"HOU",7,0,"0.0","0.0","0.00","0.00","DE"
870,"Mike Hughes","0.0",2024,27,"ATL",15,15,"0.0","0.0","0.00","0.00","RCB"
871,"Charley Hughlett","0.0",2024,34,"CLE",5,0,"0.0","0.0","0.00","0.00","LS"
872,"Evan Hull","0.0",2024,24,"IND",1,0,"0.0","0.0","0.00","0.00","RB"
873,"Jake Hummel","0.0",2024,25,"LAR",17,1,"0.0","0.0","0.00","0.00","LB"
874,"Creed Humphrey","0.0",2024,25,"KAN",17,17,"0.0","0.0","0.00","0.00","C"
875,"Lil'Jordan Humphrey","33.3",2024,26,"DEN",17,7,"33.3","64.3","1.96","3.78","WR"
876,"Marlon Humphrey","0.0",2024,28,"BAL",16,16,"0.0","0.0","0.00","0.00","LCB"
877,"D.J. Humphries","0.0",2024,31,"KAN",2,2,"0.0","0.0","0.00","0.00","OL"
878,"Jalyx Hunt","0.0",2024,23,"PHI",16,1,"0.0","0.0","0.00","0.00","OLB"
879,"Kareem Hunt","132.4",2024,29,"KAN",13,8,"132.4","155.4","10.18","11.95","RB"
880,"Robert Hunt","0.0",2024,28,"CAR",16,16,"0.0","0.0","0.00","0.00","RG"
881,"Danielle Hunter","0.0",2024,30,"HOU",17,17,"0.0","0.0","0.00","0.00","RDE"
882,"Tyler Huntley","60.7",2024,26,"MIA",5,5,"60.7","60.7","12.14","12.14","QB"
883,"Hayden Hurst","7.3",2024,31,"LAC",9,2,"7.3","15.3","0.81","1.7","TE"
884,"Maurice Hurst Jr.","0.0",2024,29,"CLE",8,2,"0.0","0.0","0.00","0.00","DT"
885,"Jalen Hurts","315.1",2024,26,"PHI",15,15,"315.1","315.1","21.01","21.01","QB"
886,"Aidan Hutchinson","0.0",2024,24,"DET",5,5,"0.0","0.0","0.00","0.00","DL"
887,"Xavier Hutchinson","11.7",2024,24,"HOU",16,3,"11.7","23.7","0.73","1.48","WR"
888,"Jalin Hyatt","6.2",2024,23,"NYG",16,3,"6.2","14.2","0.39","0.89","WR"
889,"Germain Ifedi","0.0",2024,30,"CLE",15,7,"0.0","0.0","0.00","0.00","LT"
890,"Noah Igbinoghene","0.0",2024,25,"WAS",17,10,"0.0","0.0","0.00","0.00","CB"
891,"Thomas Incoom","0.0",2024,25,"CAR",8,0,"0.0","0.0","0.00","0.00","OLB"
892,"Alec Ingold","15.3",2024,28,"MIA",15,10,"15.3","26.3","1.02","1.75","FB"
893,"Ed Ingram","0.0",2024,25,"MIN",16,9,"0.0","0.0","0.00","0.00","RG"
894,"Ja'Marcus Ingram","0.0",2024,27,"BUF",17,1,"0.0","0.0","0.00","0.00","CB"
895,"Keaontay Ingram","0.0",2024,25,"KAN",1,0,"0.0","0.0","0.00","0.00","RB"
896,"Andrei Iosivas","83.9",2024,25,"CIN",17,8,"83.9","119.9","4.94","7.05","WR"
897,"Bucky Irving","197.4",2024,22,"TAM",17,3,"197.4","244.4","11.61","14.38","RB"
898,"Trenton Irwin","1.5",2024,29,"CIN",7,2,"1.5","4.5","0.21","0.64","WR"
899,"Adisa Isaac","0.0",2024,23,"BAL",4,0,"0.0","0.0","0.00","0.00","OLB"
900,"Keenan Isaac","0.0",2024,24,"TAM",5,0,"0.0","0.0","0.00","0.00","CB"
901,"DJ Ivey","0.0",2024,24,"CIN",11,0,"0.0","0.0","0.00","0.00","CB"
902,"Christian Izien","0.0",2024,24,"TAM",14,10,"0.0","0.0","0.00","0.00","SS"
903,"Adoree' Jackson","0.0",2024,29,"NYG",14,5,"0.0","0.0","0.00","0.00","CB"
904,"Alaric Jackson","0.0",2024,26,"LAR",14,14,"0.0","0.0","0.00","0.00","LT"
905,"Austin Jackson","0.0",2024,25,"MIA",8,8,"0.0","0.0","0.00","0.00","RT"
906,"Brennan Jackson","0.0",2024,24,"LAR",7,1,"0.0","0.0","0.00","0.00","OLB"
907,"D'Marco Jackson","0.0",2024,26,"NOR",10,0,"0.0","0.0","0.00","0.00","LB"
908,"Dane Jackson","0.0",2024,28,"CAR",9,3,"0.0","0.0","0.00","0.00","CB"
909,"Donte Jackson","0.0",2024,29,"PIT",15,15,"0.0","0.0","0.00","0.00","LCB"
910,"Eddie Jackson","0.0",2024,31,"BAL,LAC",11,4,"0.0","0.0","0.00","0.00","FS"
911,"Jermaine Jackson","0.0",2024,24,"NOR",4,0,"0.0","0.0","0.00","0.00","WR"
912,"Jonah Jackson","0.0",2024,27,"LAR",4,4,"0.0","0.0","0.00","0.00","G"
913,"Jordan Jackson","0.0",2024,26,"DEN",17,0,"0.0","0.0","0.00","0.00","DL"
914,"Kareem Jackson","0.0",2024,36,"BUF",2,0,"0.0","0.0","0.00","0.00","S"
915,"Lamar Jackson","430.4",2024,27,"BAL",17,17,"430.4","430.4","25.32","25.32","QB"
916,"Lamar Jackson","0.0",2024,26,"ATL",2,0,"0.0","0.0","0.00","0.00","CB"
917,"Matthew Jackson","0.0",2024,26,"JAX",1,0,"0.0","0.0","0.00","0.00","CB"
918,"McKinnley Jackson","0.0",2024,23,"CIN",13,1,"0.0","0.0","0.00","0.00","DT"
919,"Michael Jackson","0.0",2024,27,"CAR",17,17,"0.0","0.0","0.00","0.00","RCB"
920,"Tarron Jackson","0.0",2024,26,"CAR",3,0,"0.0","0.0","0.00","0.00","OLB"
921,"Theo Jackson","0.0",2024,26,"MIN",17,0,"0.0","0.0","0.00","0.00","S"
922,"Trishton Jackson","0.0",2024,26,"MIN",2,0,"0.0","0.0","0.00","0.00","WR"
923,"Curtis Jacobs","0.0",2024,22,"NWE",9,2,"0.0","0.0","0.00","0.00","LB"
924,"Demontrey Jacobs","0.0",2024,26,"NWE",15,13,"0.0","0.0","0.00","0.00","RT"
925,"Josh Jacobs","257.1",2024,26,"GNB",17,17,"257.1","293.1","15.12","17.24","RB"
926,"Brenden Jaimes","0.0",2024,25,"LAC",9,0,"0.0","0.0","0.00","0.00","OL"
927,"Andre James","0.0",2024,27,"LVR",13,11,"0.0","0.0","0.00","0.00","C"
928,"Derwin James","0.0",2024,28,"LAC",16,16,"0.0","0.0","0.00","0.00","SS"
929,"J.J. Jansen","0.0",2024,38,"CAR",17,0,"0.0","0.0","0.00","0.00","LS"
930,"Grady Jarrett","0.0",2024,31,"ATL",17,17,"0.0","0.0","0.00","0.00","LDE"
931,"Rakim Jarrett","12.4",2024,23,"TAM",10,2,"12.4","21.4","1.24","2.14","WR"
932,"Javontae Jean-Baptiste","0.0",2024,24,"WAS",12,1,"0.0","0.0","0.00","0.00","DE"
933,"Shemar Jean-Charles","0.0",2024,26,"NOR",9,2,"0.0","0.0","0.00","0.00","DB"
934,"Jermar Jefferson","3.2",2024,24,"DET",2,0,"3.2","4.2","1.6","2.1","RB"
935,"Jordan Jefferson","0.0",2024,23,"JAX",8,0,"0.0","0.0","0.00","0.00","DT"
936,"Justin Jefferson","214.5",2024,25,"MIN",17,17,"214.5","317.5","12.62","18.68","WR"
937,"Quinton Jefferson","0.0",2024,31,"BUF,CLE",12,0,"0.0","0.0","0.00","0.00","DT"
938,"Tony Jefferson","0.0",2024,32,"LAC",8,4,"0.0","0.0","0.00","0.00","S"
939,"Van Jefferson","39.6",2024,28,"PIT",17,12,"39.6","63.6","2.33","3.74","WR"
940,"E.J. Jenkins","6.7",2024,26,"PHI",8,0,"6.7","7.7","0.84","0.96","TE"
941,"Elgton Jenkins","0.0",2024,29,"GNB",17,17,"0.0","0.0","0.00","0.00","LG"
942,"John Jenkins","0.0",2024,35,"LVR",17,17,"0.0","0.0","0.00","0.00","LDT"
943,"Kris Jenkins","0.0",2024,23,"CIN",15,9,"0.0","0.0","0.00","0.00","LDT"
944,"Rayshawn Jenkins","0.0",2024,30,"SEA",13,9,"0.0","0.0","0.00","0.00","SS"
945,"Teven Jenkins","0.0",2024,26,"CHI",14,14,"0.0","0.0","0.00","0.00","LT"
946,"Anfernee Jennings","0.0",2024,27,"NWE",16,16,"0.0","0.0","0.00","0.00","ROLB"
947,"Jauan Jennings","133.5",2024,27,"SFO",15,10,"133.5","210.5","8.9","14.03","WR"
948,"Terrell Jennings","3.3",2024,23,"NWE",3,0,"3.3","3.3","1.1","1.1","RB"
949,"Michael Jerrell","0.0",2024,25,"SEA",10,3,"0.0","0.0","0.00","0.00","OT"
950,"Jerry Jeudy","150.9",2024,25,"CLE",17,16,"150.9","240.9","8.88","14.17","WR"
951,"Gabe Jeudy-Lally","0.0",2024,23,"TEN",4,0,"0.0","0.0","0.00","0.00","CB"
952,"Josey Jewell","0.0",2024,30,"CAR",12,12,"0.0","0.0","0.00","0.00","RILB"
953,"Josh Jobe","0.0",2024,26,"SEA",10,6,"0.0","0.0","0.00","0.00","CB"
954,"Anthony Johnson","0.0",2024,25,"NYG",9,0,"0.0","0.0","0.00","0.00","S"
955,"Antonio Johnson","0.0",2024,23,"JAX",17,8,"0.0","0.0","0.00","0.00","S"
956,"Austin Johnson","0.0",2024,30,"BUF",15,1,"0.0","0.0","0.00","0.00","DT"
957,"Brandon Johnson","0.9",2024,26,"PIT",3,0,"0.9","1.9","0.3","0.63","WR"
958,"Buddy Johnson","0.0",2024,25,"DAL",14,0,"0.0","0.0","0.00","0.00","LB"
959,"Caleb Johnson","0.0",2024,26,"JAX",17,0,"0.0","0.0","0.00","0.00","LB"
960,"Cedric Johnson","0.0",2024,22,"CIN",9,0,"0.0","0.0","0.00","0.00","DE"
961,"Collin Johnson","0.6",2024,27,"CHI",9,0,"0.6","1.6","0.07","0.18","WR"
962,"D'Ernest Johnson","23.9",2024,28,"JAX",14,1,"23.9","35.9","1.71","2.56","RB"
963,"Desjuan Johnson","0.0",2024,25,"LAR",10,0,"0.0","0.0","0.00","0.00","DE"
964,"Diontae Johnson","56.1",2024,28,"CAR,HOU,BAL",12,8,"56.1","89.1","4.68","7.43","WR"
965,"DJ Johnson","0.0",2024,26,"CAR",14,2,"0.0","0.0","0.00","0.00","OLB"
966,"Dyontae Johnson","0.0",2024,24,"NYG",2,0,"0.0","0.0","0.00","0.00","LB"
967,"Eric Johnson","0.0",2024,26,"NWE",11,0,"0.0","0.0","0.00","0.00","DT"
968,"Fred Johnson","0.0",2024,27,"PHI",17,6,"0.0","0.0","0.00","0.00","T"
969,"Jakob Johnson","0.0",2024,30,"NYG",3,1,"0.0","0.0","0.00","0.00","FB"
970,"Jaylen Johnson","0.0",2024,24,"LAC",1,0,"0.0","0.0","0.00","0.00","WR"
971,"Jaylon Johnson","0.0",2024,25,"CHI",17,17,"0.0","0.0","0.00","0.00","RCB"
972,"Jermaine Johnson II","0.0",2024,25,"NYJ",2,2,"0.0","0.0","0.00","0.00","LB"
973,"John Johnson","0.0",2024,29,"LAR",2,1,"0.0","0.0","0.00","0.00","S"
974,"Josh Johnson","0.8",2024,38,"BAL",6,0,"0.8","0.8","0.13","0.13","QB"
975,"Juwan Johnson","72.8",2024,28,"NOR",17,5,"72.8","122.8","4.28","7.22","TE"
976,"Kameron Johnson","1.1",2024,22,"TAM",5,0,"1.1","1.1","0.22","0.22","WR"
977,"Lane Johnson","0.0",2024,34,"PHI",15,15,"0.0","0.0","0.00","0.00","RT"
978,"Lonnie Johnson Jr.","0.0",2024,29,"CAR",15,1,"0.0","0.0","0.00","0.00","S"
979,"Nazeeh Johnson","0.0",2024,26,"KAN",16,6,"0.0","0.0","0.00","0.00","S"
980,"Paris Johnson","0.0",2024,23,"ARI",14,14,"0.0","0.0","0.00","0.00","LT"
981,"Patrick Johnson","0.0",2024,26,"NYG,PHI",13,0,"0.0","0.0","0.00","0.00","OLB"
982,"Roschon Johnson","61.4",2024,23,"CHI",14,0,"61.4","77.4","4.39","5.53","RB"
983,"Taron Johnson","0.0",2024,28,"BUF",12,12,"0.0","0.0","0.00","0.00","CB"
984,"Theo Johnson","39.1",2024,23,"NYG",12,11,"39.1","68.1","3.26","5.68","TE"
985,"Ty Johnson","73.7",2024,27,"BUF",17,1,"73.7","91.7","4.34","5.39","RB"
986,"Tyler Johnson","35.1",2024,26,"LAR",15,2,"35.1","61.1","2.34","4.07","WR"
987,"Zion Johnson","0.0",2024,25,"LAC",17,17,"0.0","0.0","0.00","0.00","LG"
988,"Cameron Johnston","0.0",2024,32,"PIT",1,0,"0.0","0.0","0.00","0.00","P"
989,"Quentin Johnston","119.7",2024,23,"LAC",15,11,"119.7","174.7","7.98","11.65","WR"
990,"Kingsley Jonathan","0.0",2024,26,"BUF",1,0,"0.0","0.0","0.00","0.00","DE"
991,"Aaron Jones","190.6",2024,30,"MIN",17,17,"190.6","241.6","11.21","14.21","RB"
992,"Andre Jones","0.0",2024,26,"WAS",2,0,"0.0","0.0","0.00","0.00","DE"
993,"Benito Jones","0.0",2024,27,"MIA",17,15,"0.0","0.0","0.00","0.00","RDE"
994,"Brandon Jones","0.0",2024,26,"DEN",16,15,"0.0","0.0","0.00","0.00","FS"
995,"Braxton Jones","0.0",2024,25,"CHI",12,12,"0.0","0.0","0.00","0.00","LT"
996,"Broderick Jones","0.0",2024,23,"PIT",17,16,"0.0","0.0","0.00","0.00","RT"
997,"Cam Jones","0.0",2024,25,"KAN",17,1,"0.0","0.0","0.00","0.00","LB"
998,"Carl Jones","0.0",2024,23,"CHI",1,0,"0.0","0.0","0.00","0.00","LB"
999,"Charlie Jones","4.5",2024,26,"CIN",8,0,"4.5","5.5","0.56","0.69","WR"
1000,"Chris Jones","0.0",2024,30,"KAN",15,15,"0.0","0.0","0.00","0.00","LDT"
1001,"Christian Jones","0.0",2024,24,"ARI",2,1,"0.0","0.0","0.00","0.00","OL"
1002,"D.J. Jones","0.0",2024,29,"DEN",17,17,"0.0","0.0","0.00","0.00","NT"
1003,"Daniel Jones","135.3",2024,27,"NYG",10,10,"135.3","135.3","13.53","13.53","QB"
1004,"DaQuan Jones","0.0",2024,33,"BUF",16,16,"0.0","0.0","0.00","0.00","RDT"
1005,"Dawand Jones","0.0",2024,23,"CLE",10,8,"0.0","0.0","0.00","0.00","T"
1006,"Deion Jones","0.0",2024,30,"TAM",2,0,"0.0","0.0","0.00","0.00","MLB"
1007,"Dre'Mont Jones","0.0",2024,27,"SEA",17,7,"0.0","0.0","0.00","0.00","LB"
1008,"Ernest Jones","0.0",2024,25,"TEN,SEA",16,15,"0.0","0.0","0.00","0.00","LB"
1009,"Jack Jones","0.0",2024,27,"LVR",17,16,"0.0","0.0","0.00","0.00","LCB"
1010,"Jamarco Jones","0.0",2024,28,"DET",2,0,"0.0","0.0","0.00","0.00","T"
1011,"Jarrian Jones","0.0",2024,23,"JAX",17,4,"0.0","0.0","0.00","0.00","CB"
1012,"Jaylon Jones","0.0",2024,27,"CHI",8,1,"0.0","0.0","0.00","0.00","DB"
1013,"Jaylon Jones","0.0",2024,22,"IND",17,17,"0.0","0.0","0.00","0.00","LCB"
1014,"Jonathan Jones","0.0",2024,31,"NWE",17,14,"0.0","0.0","0.00","0.00","LCB"
1015,"Josh Jones","0.0",2024,27,"BAL",16,0,"0.0","0.0","0.00","0.00","OL"
1016,"Justin Jones","0.0",2024,28,"ARI",3,3,"0.0","0.0","0.00","0.00","DL"
1017,"Mac Jones","96.1",2024,26,"JAX",10,7,"96.1","96.1","9.61","9.61","QB"
1018,"Marcus Jones","2.3",2024,26,"NWE",14,9,"2.3","3.3","0.16","0.24","CB"
1019,"Naquan Jones","0.0",2024,26,"ARI",12,0,"0.0","0.0","0.00","0.00","DT"
1020,"Nic Jones","0.0",2024,23,"KAN",1,0,"0.0","0.0","0.00","0.00",
1021,"Patrick Jones II","0.0",2024,26,"MIN",15,1,"0.0","0.0","0.00","0.00","OLB"
1022,"Robert Jones","0.0",2024,25,"MIA",17,17,"0.0","0.0","0.00","0.00","LG"
1023,"Tim Jones","4.1",2024,26,"JAX",17,0,"4.1","7.1","0.24","0.42","WR"
1024,"Tony Jones","11.5",2024,27,"ARI",1,0,"11.5","11.5","11.5","11.5","RB"
1025,"Travis Jones","0.0",2024,25,"BAL",17,15,"0.0","0.0","0.00","0.00","NT"
1026,"Truman Jones","0.0",2024,24,"NWE",1,0,"0.0","0.0","0.00","0.00","DE"
1027,"Vi Jones","0.0",2024,26,"TAM",7,0,"0.0","0.0","0.00","0.00","LB"
1028,"Zay Jones","8.4",2024,29,"ARI",11,2,"8.4","16.4","0.76","1.49","WR"
1029,"Brevin Jordan","0.7",2024,24,"HOU",2,1,"0.7","2.7","0.35","1.35","TE"
1030,"Cameron Jordan","0.0",2024,35,"NOR",17,17,"0.0","0.0","0.00","0.00","LDE"
1031,"Michael Jordan","0.0",2024,26,"NWE",12,11,"0.0","0.0","0.00","0.00","LG"
1032,"Brandon Joseph","0.0",2024,23,"DET",14,1,"0.0","0.0","0.00","0.00","S"
1033,"Greg Joseph","61.0",2024,30,"NYG,NYJ,WAS",8,0,"61.0","61.0","7.63","7.63","K"
1034,"Kelvin Joseph","0.0",2024,25,"IND",2,0,"0.0","0.0","0.00","0.00","CB"
1035,"Kerby Joseph","0.0",2024,24,"DET",17,17,"0.0","0.0","0.00","0.00","FS"
1036,"Linval Joseph","0.0",2024,36,"DAL",17,0,"0.0","0.0","0.00","0.00","DT"
1037,"Sebastian Joseph-Day","0.0",2024,29,"TEN",17,12,"0.0","0.0","0.00","0.00","RDE"
1038,"Matt Judon","0.0",2024,32,"ATL",17,15,"0.0","0.0","0.00","0.00","ROLB"
1039,"Cam Jurgens","0.0",2024,25,"PHI",16,16,"0.0","0.0","0.00","0.00","C"
1040,"Michael Jurgens","0.0",2024,24,"MIN",3,0,"0.0","0.0","0.00","0.00","G"
1041,"Kyle Juszczyk","38.6",2024,33,"SFO",17,15,"38.6","57.6","2.27","3.39","FB"
1042,"Nikola Kalinic","0.0",2024,27,"LAR",2,0,"0.0","0.0","0.00","0.00","TE"
1043,"Alvin Kamara","197.3",2024,29,"NOR",14,14,"197.3","265.3","14.09","18.95","RB"
1044,"Mohamed Kamara","0.0",2024,25,"MIA",5,0,"0.0","0.0","0.00","0.00","LB"
1045,"Sam Kamara","0.0",2024,27,"CLE",11,1,"0.0","0.0","0.00","0.00","DE"
1046,"Calijah Kancey","0.0",2024,23,"TAM",12,12,"0.0","0.0","0.00","0.00","LDE"
1047,"Sanoussi Kane","0.0",2024,23,"BAL",15,0,"0.0","0.0","0.00","0.00","S"
1048,"Khalid Kareem","0.0",2024,26,"ATL",2,0,"0.0","0.0","0.00","0.00","OLB"
1049,"George Karlaftis III","0.0",2024,23,"KAN",16,11,"0.0","0.0","0.00","0.00","LDE"
1050,"Ted Karras","0.0",2024,31,"CIN",17,17,"0.0","0.0","0.00","0.00","C"
1051,"Joshua Karty","131.0",2024,22,"LAR",17,0,"131.0","131.0","7.71","7.71","K"
1052,"Damontae Kazee","0.0",2024,31,"PIT",15,1,"0.0","0.0","0.00","0.00","S"
1053,"Trevor Keegan","0.0",2024,24,"PHI",1,0,"0.0","0.0","0.00","0.00","G"
1054,"Travis Kelce","98.4",2024,35,"KAN",16,16,"98.4","195.4","6.15","12.21","TE"
1055,"Joshua Kelley","0.2",2024,27,"TEN",3,0,"0.2","0.2","0.07","0.07","RB"
1056,"John Kelly","0.0",2024,28,"BAL",2,0,"0.0","0.0","0.00","0.00","RB"
1057,"Kyu Blu Kelly","0.0",2024,23,"LVR",4,0,"0.0","0.0","0.00","0.00","CB"
1058,"Ryan Kelly","0.0",2024,31,"IND",10,10,"0.0","0.0","0.00","0.00","C"
1059,"Eric Kendricks","0.0",2024,32,"DAL",15,15,"0.0","0.0","0.00","0.00","MLB"
1060,"Tom Kennedy","0.0",2024,28,"DET",4,0,"0.0","0.0","0.00","0.00","WR"
1061,"Arden Key","0.0",2024,28,"TEN",16,15,"0.0","0.0","0.00","0.00","LOLB"
1062,"Devon Key","0.0",2024,27,"DEN",17,2,"0.0","0.0","0.00","0.00","DB"
1063,"Ramel Keyton","0.7",2024,24,"LVR",8,0,"0.7","1.7","0.09","0.21","WR"
1064,"Jacob Kibodi","3.9",2024,26,"CLE",1,0,"3.9","4.9","3.9","4.9","RB"
1065,"Ko Kieft","0.0",2024,26,"TAM",17,1,"0.0","0.0","0.00","0.00","TE"
1066,"Miles Killebrew","0.0",2024,31,"PIT",17,0,"0.0","0.0","0.00","0.00","S"
1067,"Dalton Kincaid","56.8",2024,25,"BUF",13,9,"56.8","100.8","4.37","7.75","TE"
1068,"Kamren Kinchens","0.0",2024,22,"LAR",17,4,"0.0","0.0","0.00","0.00","DB"
1069,"Desmond King","0.0",2024,30,"HOU,BAL",3,0,"0.0","0.0","0.00","0.00","CB"
1070,"Kevin King","0.0",2024,29,"ATL",15,1,"0.0","0.0","0.00","0.00","CB"
1071,"Jarrett Kingston","0.0",2024,25,"CAR",7,0,"0.0","0.0","0.00","0.00","OG"
1072,"Javon Kinlaw","0.0",2024,27,"NYJ",17,17,"0.0","0.0","0.00","0.00","RDT"
1073,"Darian Kinnard","0.0",2024,25,"PHI",2,1,"0.0","0.0","0.00","0.00","G"
1074,"Mason Kinsey","1.7",2024,26,"TEN",6,0,"1.7","3.7","0.28","0.62","WR"
1075,"Christian Kirk","43.9",2024,28,"JAX",8,7,"43.9","70.9","5.49","8.86","WR"
1076,"Jaxson Kirkland","0.0",2024,26,"CIN",2,0,"0.0","0.0","0.00","0.00","G"
1077,"George Kittle","158.6",2024,31,"SFO",15,15,"158.6","236.6","10.57","15.77","TE"
1078,"Elijah Klein","0.0",2024,24,"TAM",16,0,"0.0","0.0","0.00","0.00","OG"
1079,"Cole Kmet","73.4",2024,25,"CHI",17,16,"73.4","120.4","4.32","7.08","TE"
1080,"Marshawn Kneeland","0.0",2024,23,"DAL",11,1,"0.0","0.0","0.00","0.00","DE"
1081,"Tyrice Knight","0.0",2024,24,"SEA",16,9,"0.0","0.0","0.00","0.00","ROLB"
1082,"Dawson Knox","37.1",2024,28,"BUF",16,13,"37.1","59.1","2.32","3.69","TE"
1083,"Kader Kohou","0.0",2024,26,"MIA",15,9,"0.0","0.0","0.00","0.00","CB"
1084,"Charlie Kolar","19.3",2024,25,"BAL",13,3,"19.3","28.3","1.48","2.18","TE"
1085,"Younghoe Koo","113.0",2024,30,"ATL",14,0,"113.0","113.0","8.07","8.07","K"
1086,"Tanoh Kpassagnon","0.0",2024,30,"NOR",3,0,"0.0","0.0","0.00","0.00","DE"
1087,"Tucker Kraft","113.3",2024,24,"GNB",17,17,"113.3","163.3","6.66","9.61","TE"
1088,"Doug Kramer","0.0",2024,26,"CHI",16,0,"0.0","0.0","0.00","0.00","OL"
1089,"Casey Kreiter","0.0",2024,34,"NYG",17,0,"0.0","0.0","0.00","0.00","LS"
1090,"Lucas Krull","15.2",2024,26,"DEN",13,2,"15.2","34.2","1.17","2.63","TE"
